utc,jdut,x_km,y_km,z_km
2026-Apr-02 06:22:00.0000,2461132.765277778,-30629.76134777701,-55369.62400862347,-4830.270515680077
2026-Apr-02 06:23:00.0000,2461132.765972222,-30611.08186847229,-55470.64660704385,-4838.940625123516
2026-Apr-02 06:24:00.0000,2461132.766666667,-30592.23120969586,-55571.35891438228,-4847.583663300047
2026-Apr-02 06:25:00.0000,2461132.767361111,-30573.21011783867,-55671.76153154198,-4856.199683442403
2026-Apr-02 06:26:00.0000,2461132.768055555,-30554.01933395178,-55771.85505535783,-4864.788738422365
2026-Apr-02 06:27:00.0000,2461132.76875,-30534.65959380104,-55871.6400786277,-4873.350880753518
2026-Apr-02 06:28:00.0000,2461132.769444444,-30515.13162792111,-55971.11719014317,-4881.886162594019
2026-Apr-02 06:29:00.0000,2461132.770138889,-30495.4361616687,-56070.28697472018,-4890.39463574933
2026-Apr-02 06:30:00.0000,2461132.770833333,-30475.57391527518,-56169.15001322911,-4898.87635167495
2026-Apr-02 06:31:00.0000,2461132.771527778,-30455.5456038985,-56267.70688262484,-4907.331361479035
2026-Apr-02 06:32:00.0000,2461132.772222222,-30435.35193767438,-56365.95815597607,-4915.759715925087
2026-Apr-02 06:33:00.0000,2461132.772916667,-30414.99362176703,-56463.90440249466,-4924.161465434576
2026-Apr-02 06:34:00.0000,2461132.773611111,-30394.4713564191,-56561.54618756459,-4932.536660089518
2026-Apr-02 06:35:00.0000,2461132.774305556,-30373.78583700095,-56658.88407277055,-4940.885349634995
2026-Apr-02 06:36:00.0000,2461132.775,-30352.93775405939,-56755.91861592615,-4949.207583481759
2026-Apr-02 06:37:00.0000,2461132.775694444,-30331.9277933658,-56852.65037110209,-4957.503410708719
2026-Apr-02 06:38:00.0000,2461132.776388889,-30310.75663596368,-56949.07988865368,-4965.772880065389
2026-Apr-02 06:39:00.0000,2461132.777083333,-30289.4249582154,-57045.20771524846,-4974.016039974362
2026-Apr-02 06:40:00.0000,2461132.777777778,-30267.93343184876,-57141.0343938931,-4982.232938533751
2026-Apr-02 06:41:00.0000,2461132.778472222,-30246.28272400247,-57236.56046396046,-4990.423623519568
2026-Apr-02 06:42:00.0000,2461132.779166667,-30224.47349727156,-57331.78646121593,-4998.588142388122
2026-Apr-02 06:43:00.0000,2461132.779861111,-30202.50640975186,-57426.71291784389,-5006.726542278349
2026-Apr-02 06:44:00.0000,2461132.780555556,-30180.38211508415,-57521.34036247354,-5014.838870014126
2026-Apr-02 06:45:00.0000,2461132.78125,-30158.10126249764,-57615.6693202048,-5022.925172106632
2026-Apr-02 06:46:00.0000,2461132.781944444,-30135.66449685301,-57709.70031263352,-5030.98549475658
2026-Apr-02 06:47:00.0000,2461132.782638889,-30113.07245868486,-57803.43385787695,-5039.019883856461
2026-Apr-02 06:48:00.0000,2461132.783333333,-30090.32578424368,-57896.87047059857,-5047.02838499278
2026-Apr-02 06:49:00.0000,2461132.784027778,-30067.42510553729,-57990.01066203247,-5055.011043448321
2026-Apr-02 06:50:00.0000,2461132.784722222,-30044.37105037175,-58082.85494000826,-5062.967904204237
2026-Apr-02 06:51:00.0000,2461132.785416667,-30021.1642423919,-58175.40380897486,-5070.899011942256
2026-Apr-02 06:52:00.0000,2461132.786111111,-29997.80530112123,-58267.65777002447,-5078.804411046844
2026-Apr-02 06:53:00.0000,2461132.786805556,-29974.29484200142,-58359.61732091638,-5086.684145607236
2026-Apr-02 06:54:00.0000,2461132.7875,-29950.63347643127,-58451.28295610012,-5094.538259419696
2026-Apr-02 06:55:00.0000,2461132.788194444,-29926.82181180539,-58542.65516673891,-5102.366795989357
2026-Apr-02 06:56:00.0000,2461132.788888889,-29902.86045155212,-58633.73444073241,-5110.169798532486
2026-Apr-02 06:57:00.0000,2461132.789583333,-29878.74999517127,-58724.52126273941,-5117.947309978375
2026-Apr-02 06:58:00.0000,2461132.790277778,-29854.49103827127,-58815.01611420041,-5125.69937297139
2026-Apr-02 06:59:00.0000,2461132.790972222,-29830.08417260587,-58905.21947335979,-5133.426029872997
2026-Apr-02 07:00:00.0000,2461132.791666667,-29805.52998611058,-58995.13181528777,-5141.127322763663
2026-Apr-02 07:01:00.0000,2461132.792361111,-29780.82906293838,-59084.75361190224,-5148.803293444867
2026-Apr-02 07:02:00.0000,2461132.793055556,-29755.98198349535,-59174.08533199033,-5156.453983440959
2026-Apr-02 07:03:00.0000,2461132.79375,-29730.98932447558,-59263.12744122969,-5164.079434001153
2026-Apr-02 07:04:00.0000,2461132.794444445,-29705.851658896,-59351.88040220954,-5171.679686101266
2026-Apr-02 07:05:00.0000,2461132.795138889,-29680.56955613033,-59440.34467445194,-5179.254780445815
2026-Apr-02 07:06:00.0000,2461132.795833333,-29655.14358194307,-59528.52071443236,-5186.804757469665
2026-Apr-02 07:07:00.0000,2461132.796527778,-29629.57429852314,-59616.40897559944,-5194.329657339935
2026-Apr-02 07:08:00.0000,2461132.797222222,-29603.86226451833,-59704.00990839102,-5201.829519957359
2026-Apr-02 07:09:00.0000,2461132.797916667,-29578.00803506294,-59791.3239602699,-5209.304384959454
2026-Apr-02 07:10:00.0000,2461132.798611111,-29552.01216181272,-59878.35157573567,-5216.754291721641
2026-Apr-02 07:11:00.0000,2461132.799305555,-29525.87519298323,-59965.09319632375,-5224.179279357137
2026-Apr-02 07:12:00.0000,2461132.8,-29499.59767338271,-60051.5492606211,-5231.57938671852
2026-Apr-02 07:13:00.0000,2461132.800694444,-29473.18014441547,-60137.72020437324,-5238.954652406836
2026-Apr-02 07:14:00.0000,2461132.801388889,-29446.62314413136,-60223.60646044459,-5246.305114768275
2026-Apr-02 07:15:00.0000,2461132.802083333,-29419.92720728778,-60309.20845873777,-5253.630811887495
2026-Apr-02 07:16:00.0000,2461132.802777778,-29393.09286535218,-60394.52662629966,-5260.931781596519
2026-Apr-02 07:17:00.0000,2461132.803472222,-29366.12064648837,-60479.56138747791,-5268.208061488447
2026-Apr-02 07:18:00.0000,2461132.804166667,-29339.01107564625,-60564.31316374948,-5275.459688902662
2026-Apr-02 07:19:00.0000,2461132.804861111,-29311.7646746029,-60648.78237370015,-5282.686700923216
2026-Apr-02 07:20:00.0000,2461132.805555556,-29284.38196194137,-60732.96943319927,-5289.889134393907
2026-Apr-02 07:21:00.0000,2461132.80625,-29256.86345307559,-60816.87475542922,-5297.067025920755
2026-Apr-02 07:22:00.0000,2461132.806944444,-29229.20966032382,-60900.49875076213,-5304.220411861654
2026-Apr-02 07:23:00.0000,2461132.807638889,-29201.4210929203,-60983.8418268278,-5311.349328332089
2026-Apr-02 07:24:00.0000,2461132.808333333,-29173.49825703039,-61066.90438856961,-5318.453811210096
2026-Apr-02 07:25:00.0000,2461132.809027778,-29145.44165578054,-61149.68683825321,-5325.533896137065
2026-Apr-02 07:26:00.0000,2461132.809722222,-29117.25178929386,-61232.18957545677,-5332.589618516904
2026-Apr-02 07:27:00.0000,2461132.810416667,-29088.92915471255,-61314.41299710085,-5339.621013518736
2026-Apr-02 07:28:00.0000,2461132.811111111,-29060.47424622336,-61396.35749746805,-5346.628116078529
2026-Apr-02 07:29:00.0000,2461132.811805556,-29031.88755508429,-61478.02346821722,-5353.610960900551
2026-Apr-02 07:30:00.0000,2461132.8125,-29003.16956965073,-61559.41129839902,-5360.569582458556
2026-Apr-02 07:31:00.0000,2461132.813194444,-28974.32077540079,-61640.52137447237,-5367.504014997416
2026-Apr-02 07:32:00.0000,2461132.813888889,-28945.34165496065,-61721.3540803206,-5374.414292534479
2026-Apr-02 07:33:00.0000,2461132.814583333,-28916.23268812936,-61801.909797267,-5381.300448860929
2026-Apr-02 07:34:00.0000,2461132.815277778,-28886.99435190374,-61882.18890409054,-5388.162517543336
2026-Apr-02 07:35:00.0000,2461132.815972222,-28857.62712050276,-61962.19177704149,-5395.000531924845
2026-Apr-02 07:36:00.0000,2461132.816666667,-28828.13146539166,-62041.91878985649,-5401.814525126691
2026-Apr-02 07:37:00.0000,2461132.817361111,-28798.50785530598,-62121.37031377405,-5408.604530049488
2026-Apr-02 07:38:00.0000,2461132.818055556,-28768.75675627516,-62200.54671754928,-5415.370579374568
2026-Apr-02 07:39:00.0000,2461132.81875,-28738.87863164595,-62279.44836746897,-5422.112705565356
2026-Apr-02 07:40:00.0000,2461132.819444444,-28708.87394210563,-62358.07562736628,-5428.830940868633
2026-Apr-02 07:41:00.0000,2461132.820138889,-28678.74314570494,-62436.42885863543,-5435.525317315878
2026-Apr-02 07:42:00.0000,2461132.820833333,-28648.48669788065,-62514.50842024601,-5442.195866724534
2026-Apr-02 07:43:00.0000,2461132.821527778,-28618.10505147811,-62592.31466875742,-5448.842620699292
2026-Apr-02 07:44:00.0000,2461132.822222222,-28587.59865677351,-62669.84795833303,-5455.465610633397
2026-Apr-02 07:45:00.0000,2461132.822916667,-28556.96796149564,-62747.10864075417,-5462.064867709789
2026-Apr-02 07:46:00.0000,2461132.823611111,-28526.21341084787,-62824.09706543414,-5468.640422902474
2026-Apr-02 07:47:00.0000,2461132.824305556,-28495.33544752953,-62900.81357943191,-5475.192306977711
2026-Apr-02 07:48:00.0000,2461132.825,-28464.33451175722,-62977.25852746578,-5481.72055049516
2026-Apr-02 07:49:00.0000,2461132.825694445,-28433.21104128595,-63053.43225192688,-5488.225183809234
2026-Apr-02 07:50:00.0000,2461132.826388889,-28401.9654714299,-63129.33509289262,-5494.706237070066
2026-Apr-02 07:51:00.0000,2461132.827083333,-28370.59823508314,-63204.96738813991,-5501.163740224951
2026-Apr-02 07:52:00.0000,2461132.827777778,-28339.10976274006,-63280.3294731582,-5507.59772301936
2026-Apr-02 07:53:00.0000,2461132.828472222,-28307.50048251549,-63355.42168116256,-5514.008214998095
2026-Apr-02 07:54:00.0000,2461132.829166667,-28275.77082016486,-63430.24434310658,-5520.395245506526
2026-Apr-02 07:55:00.0000,2461132.829861111,-28243.92119910383,-63504.79778769508,-5526.758843691649
2026-Apr-02 07:56:00.0000,2461132.830555555,-28211.95204042806,-63579.08234139676,-5533.099038503235
2026-Apr-02 07:57:00.0000,2461132.83125,-28179.86376293258,-63653.09832845657,-5539.415858694992
2026-Apr-02 07:58:00.0000,2461132.831944444,-28147.6567831311,-63726.846070908,-5545.709332825558
2026-Apr-02 07:59:00.0000,2461132.832638889,-28115.33151527439,-63800.32588858656,-5551.979489259771
2026-Apr-02 08:00:00.0000,2461132.833333333,-28082.88837136977,-63873.53809914061,-5558.22635616962
2026-Apr-02 08:01:00.0000,2461132.834027778,-28050.32776120045,-63946.48301804201,-5564.449961535207
2026-Apr-02 08:02:00.0000,2461132.834722222,-28017.65009234412,-64019.16095859745,-5570.650333145779
2026-Apr-02 08:03:00.0000,2461132.835416667,-27984.85577018531,-64091.57223197311,-5576.827498601753
2026-Apr-02 08:04:00.0000,2461132.836111111,-27951.94519793933,-64163.71714719372,-5582.981485314911
2026-Apr-02 08:05:00.0000,2461132.836805556,-27918.91877667713,-64235.59601113932,-5589.112320507949
2026-Apr-02 08:06:00.0000,2461132.8375,-27885.77690534269,-64307.20912855758,-5595.220031215718
2026-Apr-02 08:07:00.0000,2461132.838194444,-27852.51998074511,-64378.55680212943,-5601.304644290765
2026-Apr-02 08:08:00.0000,2461132.838888889,-27819.14839758096,-64449.63933246954,-5607.366186403502
2026-Apr-02 08:09:00.0000,2461132.839583333,-27785.66254847194,-64520.45701809401,-5613.404684039415
2026-Apr-02 08:10:00.0000,2461132.840277778,-27752.06282399518,-64591.01015540252,-5619.420163497609
2026-Apr-02 08:11:00.0000,2461132.840972222,-27718.34961267692,-64661.29903873931,-5625.412650896167
2026-Apr-02 08:12:00.0000,2461132.841666667,-27684.5233010025,-64731.32396041863,-5631.382172174162
2026-Apr-02 08:13:00.0000,2461132.842361111,-27650.58427343867,-64801.08521072276,-5637.328753091664
2026-Apr-02 08:14:00.0000,2461132.843055556,-27616.53291245802,-64870.58307789525,-5643.252419229168
2026-Apr-02 08:15:00.0000,2461132.84375,-27582.36959855075,-64939.8178481615,-5649.153195989391
2026-Apr-02 08:16:00.0000,2461132.844444444,-27548.0947102393,-65008.78980574165,-5655.03110859837
2026-Apr-02 08:17:00.0000,2461132.845138889,-27513.70862409506,-65077.49923285955,-5660.886182106449
2026-Apr-02 08:18:00.0000,2461132.845833333,-27479.21171475494,-65145.94640975134,-5666.718441388773
2026-Apr-02 08:19:00.0000,2461132.846527778,-27444.60435493646,-65214.13161467623,-5672.527911146397
2026-Apr-02 08:20:00.0000,2461132.847222222,-27409.88691545326,-65282.05512392703,-5678.314615907282
2026-Apr-02 08:21:00.0000,2461132.847916667,-27375.05976523032,-65349.71721183969,-5684.078580027061
2026-Apr-02 08:22:00.0000,2461132.848611111,-27340.12327131924,-65417.11815080332,-5689.81982768988
2026-Apr-02 08:23:00.0000,2461132.849305556,-27305.07779891323,-65484.25821126976,-5695.538382909399
2026-Apr-02 08:24:00.0000,2461132.85,-27269.92371136195,-65551.13766176334,-5701.234269529527
2026-Apr-02 08:25:00.0000,2461132.850694444,-27234.66137018632,-65617.75676889051,-5706.907511225396
2026-Apr-02 08:26:00.0000,2461132.851388889,-27199.29113509304,-65684.11579734916,-5712.558131504073
2026-Apr-02 08:27:00.0000,2461132.852083333,-27163.81336398911,-65750.21500993823,-5718.186153705501
2026-Apr-02 08:28:00.0000,2461132.852777778,-27128.22841299608,-65816.05466756661,-5723.791601003297
2026-Apr-02 08:29:00.0000,2461132.853472222,-27092.53663646433,-65881.63502926288,-5729.37449640554
2026-Apr-02 08:30:00.0000,2461132.854166667,-27056.73838698707,-65946.95635218402,-5734.934862755639
2026-Apr-02 08:31:00.0000,2461132.854861111,-27020.83401541428,-66012.01889162458,-5740.472722733073
2026-Apr-02 08:32:00.0000,2461132.855555556,-26984.82387086649,-66076.82290102565,-5745.988098854265
2026-Apr-02 08:33:00.0000,2461132.85625,-26948.70830074851,-66141.36863198369,-5751.481013473323
2026-Apr-02 08:34:00.0000,2461132.856944445,-26912.48765076292,-66205.65633425931,-5756.951488782845
2026-Apr-02 08:35:00.0000,2461132.857638889,-26876.16226492349,-66269.68625578606,-5762.399546814642
2026-Apr-02 08:36:00.0000,2461132.858333333,-26839.73248556849,-66333.4586426788,-5767.825209440598
2026-Apr-02 08:37:00.0000,2461132.859027778,-26803.1986533739,-66396.97373924249,-5773.228498373373
2026-Apr-02 08:38:00.0000,2461132.859722222,-26766.56110736638,-66460.23178798052,-5778.609435167113
2026-Apr-02 08:39:00.0000,2461132.860416667,-26729.8201849363,-66523.23302960304,-5783.968041218341
2026-Apr-02 08:40:00.0000,2461132.861111111,-26692.9762218505,-66585.97770303539,-5789.304337766487
2026-Apr-02 08:41:00.0000,2461132.861805555,-26656.02955226497,-66648.46604542616,-5794.618345894822
2026-Apr-02 08:42:00.0000,2461132.8625,-26618.98050873756,-66710.69829215534,-5799.91008653109
2026-Apr-02 08:43:00.0000,2461132.863194444,-26581.82942224025,-66772.67467684251,-5805.179580448177
2026-Apr-02 08:44:00.0000,2461132.863888889,-26544.57662217175,-66834.39543135463,-5810.426848264928
2026-Apr-02 08:45:00.0000,2461132.864583333,-26507.22243636956,-66895.86078581403,-5815.651910446773
2026-Apr-02 08:46:00.0000,2461132.865277778,-26469.76719112219,-66957.07096860626,-5820.854787306489
2026-Apr-02 08:47:00.0000,2461132.865972222,-26432.21121118123,-67018.02620638785,-5826.035499004822
2026-Apr-02 08:48:00.0000,2461132.866666667,-26394.55481977317,-67078.72672409385,-5831.194065551201
2026-Apr-02 08:49:00.0000,2461132.867361111,-26356.79833861134,-67139.17274494552,-5836.330506804476
2026-Apr-02 08:50:00.0000,2461132.868055556,-26318.94208790754,-67199.36449045799,-5841.444842473444
2026-Apr-02 08:51:00.0000,2461132.86875,-26280.98638638373,-67259.3021804474,-5846.537092117687
2026-Apr-02 08:52:00.0000,2461132.869444444,-26242.93155128342,-67318.98603303861,-5851.607275148093
2026-Apr-02 08:53:00.0000,2461132.870138889,-26204.77789838325,-67378.4162646723,-5856.655410827581
2026-Apr-02 08:54:00.0000,2461132.870833333,-26166.52574200412,-67437.59309011228,-5861.681518271751
2026-Apr-02 08:55:00.0000,2461132.871527778,-26128.17539494631,-67496.51672256947,-5866.685616459366
2026-Apr-02 08:56:00.0000,2461132.872222222,-26089.72716880533,-67555.18737324134,-5871.667724193368
2026-Apr-02 08:57:00.0000,2461132.872916667,-26051.18137352597,-67613.60525202098,-5876.62786016109
2026-Apr-02 08:58:00.0000,2461132.873611111,-26012.53831771777,-67671.77056703591,-5881.566042895065
2026-Apr-02 08:59:00.0000,2461132.874305556,-25973.7983085896,-67729.68352477168,-5886.482290783635
2026-Apr-02 09:00:00.0000,2461132.875,-25934.96165196067,-67787.34433007911,-5891.376622071555
2026-Apr-02 09:01:00.0000,2461132.875694444,-25896.02865227087,-67844.75318618081,-5896.249054860589
2026-Apr-02 09:02:00.0000,2461132.876388889,-25856.99961259156,-67901.91029467803,-5901.099607110071
2026-Apr-02 09:03:00.0000,2461132.877083333,-25817.87483463592,-67958.81585555723,-5905.928296637598
2026-Apr-02 09:04:00.0000,2461132.877777778,-25778.65461876934,-68015.47006719661,-5910.735141119454
2026-Apr-02 09:05:00.0000,2461132.878472222,-25739.33926401976,-68071.87312637275,-5915.520158091422
2026-Apr-02 09:06:00.0000,2461132.879166667,-25699.92906808772,-68128.02522826684,-5920.283364949126
2026-Apr-02 09:07:00.0000,2461132.879861111,-25660.4243273567,-68183.92656647123,-5925.024778948704
2026-Apr-02 09:08:00.0000,2461132.880555556,-25620.82533690296,-68239.57733299572,-5929.744417207385
2026-Apr-02 09:09:00.0000,2461132.88125,-25581.13239050556,-68294.97771827363,-5934.442296704041
2026-Apr-02 09:10:00.0000,2461132.881944444,-25541.34578065622,-68350.1279111683,-5939.118434279717
2026-Apr-02 09:11:00.0000,2461132.882638889,-25501.46579856909,-68405.02809897895,-5943.772846638181
2026-Apr-02 09:12:00.0000,2461132.883333333,-25461.49273419047,-68459.67846744687,-5948.405550346459
2026-Apr-02 09:13:00.0000,2461132.884027778,-25421.42687620838,-68514.07920076135,-5953.016561835408
2026-Apr-02 09:14:00.0000,2461132.884722222,-25381.26851206212,-68568.23048156577,-5957.605897400208
2026-Apr-02 09:15:00.0000,2461132.885416667,-25341.01792795182,-68622.13249096327,-5962.173573200929
2026-Apr-02 09:16:00.0000,2461132.886111111,-25300.67540884763,-68675.78540852285,-5966.719605262988
2026-Apr-02 09:17:00.0000,2461132.886805556,-25260.24123849922,-68729.18941228486,-5971.244009477719
2026-Apr-02 09:18:00.0000,2461132.8875,-25219.7156994449,-68782.34467876685,-5975.746801602869
2026-Apr-02 09:19:00.0000,2461132.888194445,-25179.09907302077,-68835.25138296929,-5980.2279972631
2026-Apr-02 09:20:00.0000,2461132.888888889,-25138.3916393699,-68887.90969838103,-5984.687611950463
2026-Apr-02 09:21:00.0000,2461132.889583333,-25097.59367745121,-68940.3197969849,-5989.125661024969
2026-Apr-02 09:22:00.0000,2461132.890277778,-25056.70546504854,-68992.48184926325,-5993.542159714973
